"","Wormbase.ID","ï..Sequence.ID","Category.1","Category.2","Category.3","Description"
"2718","WBGene00006926",NA,NA,NA,NA,NA
"2719","WBGene00006929",NA,NA,NA,NA,NA
"2720","WBGene00006930",NA,NA,NA,NA,NA
"2721","WBGene00006931",NA,NA,NA,NA,NA
"2722","WBGene00006932",NA,NA,NA,NA,NA
"2723","WBGene00006933",NA,NA,NA,NA,NA
"2724","WBGene00006934",NA,NA,NA,NA,NA
"2725","WBGene00006935",NA,NA,NA,NA,NA
"2726","WBGene00006936",NA,NA,NA,NA,NA
"2727","WBGene00006937",NA,NA,NA,NA,NA
"2728","WBGene00006940",NA,NA,NA,NA,NA
"2729","WBGene00006941",NA,NA,NA,NA,NA
"2730","WBGene00006942",NA,NA,NA,NA,NA
"2731","WBGene00006943",NA,NA,NA,NA,NA
"2732","WBGene00006944",NA,NA,NA,NA,NA
"2733","WBGene00006945",NA,NA,NA,NA,NA
"2734","WBGene00006946",NA,NA,NA,NA,NA
"2735","WBGene00006947",NA,NA,NA,NA,NA
"2736","WBGene00006948",NA,NA,NA,NA,NA
"2737","WBGene00006950",NA,NA,NA,NA,NA
"2738","WBGene00006951",NA,NA,NA,NA,NA
"2739","WBGene00006952",NA,NA,NA,NA,NA
"2740","WBGene00006955",NA,NA,NA,NA,NA
"2741","WBGene00006956",NA,NA,NA,NA,NA
"2742","WBGene00006957",NA,NA,NA,NA,NA
"2743","WBGene00006958",NA,NA,NA,NA,NA
"2744","WBGene00006959",NA,NA,NA,NA,NA
"2745","WBGene00006961",NA,NA,NA,NA,NA
"2746","WBGene00006963",NA,NA,NA,NA,NA
"2747","WBGene00006964",NA,NA,NA,NA,NA
"2748","WBGene00006968",NA,NA,NA,NA,NA
"2749","WBGene00006970",NA,NA,NA,NA,NA
"2750","WBGene00006974",NA,NA,NA,NA,NA
"2751","WBGene00006975",NA,NA,NA,NA,NA
"2752","WBGene00006976",NA,NA,NA,NA,NA
"2753","WBGene00006977",NA,NA,NA,NA,NA
"2754","WBGene00006978",NA,NA,NA,NA,NA
"2755","WBGene00006979",NA,NA,NA,NA,NA
"2756","WBGene00006982",NA,NA,NA,NA,NA
"2757","WBGene00006983",NA,NA,NA,NA,NA
"2758","WBGene00006984",NA,NA,NA,NA,NA
"2759","WBGene00006985",NA,NA,NA,NA,NA
"2760","WBGene00006986",NA,NA,NA,NA,NA
"2761","WBGene00006987",NA,NA,NA,NA,NA
"2762","WBGene00006988",NA,NA,NA,NA,NA
"2763","WBGene00006993",NA,NA,NA,NA,NA
"2764","WBGene00006994",NA,NA,NA,NA,NA
"2765","WBGene00006996",NA,NA,NA,NA,NA
"2766","WBGene00006997",NA,NA,NA,NA,NA
"2767","WBGene00006999",NA,NA,NA,NA,NA
"2768","WBGene00007000",NA,NA,NA,NA,NA
"2769","WBGene00007001",NA,NA,NA,NA,NA
"2770","WBGene00007007",NA,NA,NA,NA,NA
"2771","WBGene00007008",NA,NA,NA,NA,NA
"2772","WBGene00007009",NA,NA,NA,NA,NA
"2773","WBGene00007010",NA,NA,NA,NA,NA
"2774","WBGene00007012",NA,NA,NA,NA,NA
"2775","WBGene00007013",NA,NA,NA,NA,NA
"2776","WBGene00007014",NA,NA,NA,NA,NA
"2777","WBGene00007015",NA,NA,NA,NA,NA
"2778","WBGene00007016",NA,NA,NA,NA,NA
"2779","WBGene00007017",NA,NA,NA,NA,NA
"2780","WBGene00007018",NA,NA,NA,NA,NA
"2781","WBGene00007019",NA,NA,NA,NA,NA
"2782","WBGene00007020",NA,NA,NA,NA,NA
"2783","WBGene00007021",NA,NA,NA,NA,NA
"2784","WBGene00007022",NA,NA,NA,NA,NA
"2785","WBGene00007023",NA,NA,NA,NA,NA
"2786","WBGene00007024",NA,NA,NA,NA,NA
"2787","WBGene00007025",NA,NA,NA,NA,NA
"2788","WBGene00007026",NA,NA,NA,NA,NA
"2789","WBGene00007027",NA,NA,NA,NA,NA
"2790","WBGene00007028",NA,NA,NA,NA,NA
"2791","WBGene00007029",NA,NA,NA,NA,NA
"2792","WBGene00007030",NA,NA,NA,NA,NA
"2793","WBGene00007041",NA,NA,NA,NA,NA
"2794","WBGene00007042",NA,NA,NA,NA,NA
"2795","WBGene00007044",NA,NA,NA,NA,NA
"2796","WBGene00007045",NA,NA,NA,NA,NA
"2797","WBGene00007047",NA,NA,NA,NA,NA
"2798","WBGene00007048",NA,NA,NA,NA,NA
"2799","WBGene00007050",NA,NA,NA,NA,NA
"2800","WBGene00007053",NA,NA,NA,NA,NA
"2801","WBGene00007054",NA,NA,NA,NA,NA
"2802","WBGene00007055",NA,NA,NA,NA,NA
"2803","WBGene00007056",NA,NA,NA,NA,NA
"2804","WBGene00007058",NA,NA,NA,NA,NA
"2805","WBGene00007059",NA,NA,NA,NA,NA
"2806","WBGene00007064",NA,NA,NA,NA,NA
"2807","WBGene00007068",NA,NA,NA,NA,NA
"2808","WBGene00007070",NA,NA,NA,NA,NA
"2809","WBGene00007071",NA,NA,NA,NA,NA
"2810","WBGene00007072",NA,NA,NA,NA,NA
"2811","WBGene00007073",NA,NA,NA,NA,NA
"2812","WBGene00007081",NA,NA,NA,NA,NA
"2813","WBGene00007082",NA,NA,NA,NA,NA
"2814","WBGene00007084",NA,NA,NA,NA,NA
"2815","WBGene00007087",NA,NA,NA,NA,NA
"2816","WBGene00007088",NA,NA,NA,NA,NA
"2817","WBGene00007089",NA,NA,NA,NA,NA
"2818","WBGene00007090",NA,NA,NA,NA,NA
"2819","WBGene00007091",NA,NA,NA,NA,NA
"2820","WBGene00007092",NA,NA,NA,NA,NA
"2821","WBGene00007093",NA,NA,NA,NA,NA
"2822","WBGene00007097",NA,NA,NA,NA,NA
"2823","WBGene00007099",NA,NA,NA,NA,NA
"2824","WBGene00007100",NA,NA,NA,NA,NA
"2825","WBGene00007101",NA,NA,NA,NA,NA
"2826","WBGene00007102",NA,NA,NA,NA,NA
"2827","WBGene00007103",NA,NA,NA,NA,NA
"2828","WBGene00007105",NA,NA,NA,NA,NA
"2829","WBGene00007106",NA,NA,NA,NA,NA
"2830","WBGene00007107",NA,NA,NA,NA,NA
"2831","WBGene00007108",NA,NA,NA,NA,NA
"2832","WBGene00007109",NA,NA,NA,NA,NA
"2833","WBGene00007110",NA,NA,NA,NA,NA
"2834","WBGene00007111",NA,NA,NA,NA,NA
"2835","WBGene00007112",NA,NA,NA,NA,NA
"2836","WBGene00007113",NA,NA,NA,NA,NA
"2837","WBGene00007116",NA,NA,NA,NA,NA
"2838","WBGene00007118",NA,NA,NA,NA,NA
"2839","WBGene00007122",NA,NA,NA,NA,NA
"2840","WBGene00007128",NA,NA,NA,NA,NA
"2841","WBGene00007129",NA,NA,NA,NA,NA
"2842","WBGene00007130",NA,NA,NA,NA,NA
"2843","WBGene00007135",NA,NA,NA,NA,NA
"2844","WBGene00007136",NA,NA,NA,NA,NA
"2845","WBGene00007137",NA,NA,NA,NA,NA
"2846","WBGene00007139",NA,NA,NA,NA,NA
"2847","WBGene00007142",NA,NA,NA,NA,NA
"2848","WBGene00007143",NA,NA,NA,NA,NA
"2849","WBGene00007144",NA,NA,NA,NA,NA
"2850","WBGene00007145",NA,NA,NA,NA,NA
"2851","WBGene00007146",NA,NA,NA,NA,NA
"2852","WBGene00007149",NA,NA,NA,NA,NA
"2853","WBGene00007150",NA,NA,NA,NA,NA
"2854","WBGene00007153",NA,NA,NA,NA,NA
"2855","WBGene00007155",NA,NA,NA,NA,NA
"2856","WBGene00007159",NA,NA,NA,NA,NA
"2857","WBGene00007167",NA,NA,NA,NA,NA
"2858","WBGene00007168",NA,NA,NA,NA,NA
"2859","WBGene00007169",NA,NA,NA,NA,NA
"2860","WBGene00007170",NA,NA,NA,NA,NA
"2861","WBGene00007174",NA,NA,NA,NA,NA
"2862","WBGene00007175",NA,NA,NA,NA,NA
"2863","WBGene00007178",NA,NA,NA,NA,NA
"2864","WBGene00007180",NA,NA,NA,NA,NA
"2865","WBGene00007184",NA,NA,NA,NA,NA
"2866","WBGene00007185",NA,NA,NA,NA,NA
"2867","WBGene00007186",NA,NA,NA,NA,NA
"2868","WBGene00007187",NA,NA,NA,NA,NA
"2869","WBGene00007188",NA,NA,NA,NA,NA
"2870","WBGene00007190",NA,NA,NA,NA,NA
"2871","WBGene00007192",NA,NA,NA,NA,NA
"2872","WBGene00007193",NA,NA,NA,NA,NA
"2873","WBGene00007194",NA,NA,NA,NA,NA
"2874","WBGene00007195",NA,NA,NA,NA,NA
"2875","WBGene00007196",NA,NA,NA,NA,NA
"2876","WBGene00007197",NA,NA,NA,NA,NA
"2877","WBGene00007200",NA,NA,NA,NA,NA
"2878","WBGene00007202",NA,NA,NA,NA,NA
"2879","WBGene00007207",NA,NA,NA,NA,NA
"2880","WBGene00007209",NA,NA,NA,NA,NA
"2881","WBGene00007210",NA,NA,NA,NA,NA
"2882","WBGene00007214",NA,NA,NA,NA,NA
"2883","WBGene00007215",NA,NA,NA,NA,NA
"2884","WBGene00007216",NA,NA,NA,NA,NA
"2885","WBGene00007217",NA,NA,NA,NA,NA
"2886","WBGene00007219",NA,NA,NA,NA,NA
"2887","WBGene00007221",NA,NA,NA,NA,NA
"2888","WBGene00007223",NA,NA,NA,NA,NA
"2889","WBGene00007226",NA,NA,NA,NA,NA
"2890","WBGene00007227",NA,NA,NA,NA,NA
"2891","WBGene00007228",NA,NA,NA,NA,NA
"2892","WBGene00007231",NA,NA,NA,NA,NA
"2893","WBGene00007232",NA,NA,NA,NA,NA
"2894","WBGene00007233",NA,NA,NA,NA,NA
"2895","WBGene00007234",NA,NA,NA,NA,NA
"2896","WBGene00007235",NA,NA,NA,NA,NA
"2897","WBGene00007236",NA,NA,NA,NA,NA
"2898","WBGene00007240",NA,NA,NA,NA,NA
"2899","WBGene00007242",NA,NA,NA,NA,NA
"2900","WBGene00007243",NA,NA,NA,NA,NA
"2901","WBGene00007244",NA,NA,NA,NA,NA
"2902","WBGene00007246",NA,NA,NA,NA,NA
"2903","WBGene00007248",NA,NA,NA,NA,NA
"2904","WBGene00007250",NA,NA,NA,NA,NA
"2905","WBGene00007251",NA,NA,NA,NA,NA
"2906","WBGene00007254",NA,NA,NA,NA,NA
"2907","WBGene00007256",NA,NA,NA,NA,NA
"2908","WBGene00007257",NA,NA,NA,NA,NA
"2909","WBGene00007260",NA,NA,NA,NA,NA
"2910","WBGene00007261",NA,NA,NA,NA,NA
"2911","WBGene00007262",NA,NA,NA,NA,NA
"2912","WBGene00007264",NA,NA,NA,NA,NA
"2913","WBGene00007267",NA,NA,NA,NA,NA
"2914","WBGene00007270",NA,NA,NA,NA,NA
"2915","WBGene00007274",NA,NA,NA,NA,NA
"2916","WBGene00007277",NA,NA,NA,NA,NA
"2917","WBGene00007278",NA,NA,NA,NA,NA
"2918","WBGene00007284",NA,NA,NA,NA,NA
"2919","WBGene00007285",NA,NA,NA,NA,NA
"2920","WBGene00007287",NA,NA,NA,NA,NA
"2921","WBGene00007296",NA,NA,NA,NA,NA
"2922","WBGene00007297",NA,NA,NA,NA,NA
"2923","WBGene00007299",NA,NA,NA,NA,NA
"2924","WBGene00007301",NA,NA,NA,NA,NA
"2925","WBGene00007302",NA,NA,NA,NA,NA
"2926","WBGene00007303",NA,NA,NA,NA,NA
"2927","WBGene00007304",NA,NA,NA,NA,NA
"2928","WBGene00007305",NA,NA,NA,NA,NA
"2929","WBGene00007307",NA,NA,NA,NA,NA
"2930","WBGene00007308",NA,NA,NA,NA,NA
"2931","WBGene00007309",NA,NA,NA,NA,NA
"2932","WBGene00007312",NA,NA,NA,NA,NA
"2933","WBGene00007313",NA,NA,NA,NA,NA
"2934","WBGene00007315",NA,NA,NA,NA,NA
"2935","WBGene00007316",NA,NA,NA,NA,NA
"2936","WBGene00007317",NA,NA,NA,NA,NA
"2937","WBGene00007320",NA,NA,NA,NA,NA
"2938","WBGene00007324",NA,NA,NA,NA,NA
"2939","WBGene00007325",NA,NA,NA,NA,NA
"2940","WBGene00007329",NA,NA,NA,NA,NA
"2941","WBGene00007330",NA,NA,NA,NA,NA
"2942","WBGene00007331",NA,NA,NA,NA,NA
"2943","WBGene00007332",NA,NA,NA,NA,NA
"2944","WBGene00007333",NA,NA,NA,NA,NA
"2945","WBGene00007334",NA,NA,NA,NA,NA
"2946","WBGene00007336",NA,NA,NA,NA,NA
"2947","WBGene00007337",NA,NA,NA,NA,NA
"2948","WBGene00007343",NA,NA,NA,NA,NA
"2949","WBGene00007344",NA,NA,NA,NA,NA
"2950","WBGene00007348",NA,NA,NA,NA,NA
"2951","WBGene00007349",NA,NA,NA,NA,NA
"2952","WBGene00007350",NA,NA,NA,NA,NA
"2953","WBGene00007352",NA,NA,NA,NA,NA
"2954","WBGene00007353",NA,NA,NA,NA,NA
"2955","WBGene00007354",NA,NA,NA,NA,NA
"2956","WBGene00007355",NA,NA,NA,NA,NA
"2957","WBGene00007356",NA,NA,NA,NA,NA
"2958","WBGene00007357",NA,NA,NA,NA,NA
"2959","WBGene00007362",NA,NA,NA,NA,NA
"2960","WBGene00007363",NA,NA,NA,NA,NA
"2961","WBGene00007365",NA,NA,NA,NA,NA
"2962","WBGene00007366",NA,NA,NA,NA,NA
"2963","WBGene00007368",NA,NA,NA,NA,NA
"2964","WBGene00007372",NA,NA,NA,NA,NA
"2965","WBGene00007384",NA,NA,NA,NA,NA
"2966","WBGene00007385",NA,NA,NA,NA,NA
"2967","WBGene00007386",NA,NA,NA,NA,NA
"2968","WBGene00007387",NA,NA,NA,NA,NA
"2969","WBGene00007388",NA,NA,NA,NA,NA
"2970","WBGene00007390",NA,NA,NA,NA,NA
"2971","WBGene00007394",NA,NA,NA,NA,NA
"2972","WBGene00007395",NA,NA,NA,NA,NA
"2973","WBGene00007396",NA,NA,NA,NA,NA
"2974","WBGene00007400",NA,NA,NA,NA,NA
"2975","WBGene00007403",NA,NA,NA,NA,NA
"2976","WBGene00007405",NA,NA,NA,NA,NA
"2977","WBGene00007408",NA,NA,NA,NA,NA
"2978","WBGene00007409",NA,NA,NA,NA,NA
"2979","WBGene00007412",NA,NA,NA,NA,NA
"2980","WBGene00007413",NA,NA,NA,NA,NA
"2981","WBGene00007414",NA,NA,NA,NA,NA
"2982","WBGene00007415",NA,NA,NA,NA,NA
"2983","WBGene00007419",NA,NA,NA,NA,NA
"2984","WBGene00007421",NA,NA,NA,NA,NA
"2985","WBGene00007422",NA,NA,NA,NA,NA
"2986","WBGene00007424",NA,NA,NA,NA,NA
"2987","WBGene00007428",NA,NA,NA,NA,NA
"2988","WBGene00007429",NA,NA,NA,NA,NA
"2989","WBGene00007430",NA,NA,NA,NA,NA
"2990","WBGene00007433",NA,NA,NA,NA,NA
"2991","WBGene00007434",NA,NA,NA,NA,NA
"2992","WBGene00007435",NA,NA,NA,NA,NA
"2993","WBGene00007436",NA,NA,NA,NA,NA
"2994","WBGene00007440",NA,NA,NA,NA,NA
"2995","WBGene00007443",NA,NA,NA,NA,NA
"2996","WBGene00007444",NA,NA,NA,NA,NA
"2997","WBGene00007445",NA,NA,NA,NA,NA
"2998","WBGene00007448",NA,NA,NA,NA,NA
"2999","WBGene00007449",NA,NA,NA,NA,NA
"3000","WBGene00007450",NA,NA,NA,NA,NA
"3001","WBGene00007455",NA,NA,NA,NA,NA
"3002","WBGene00007457",NA,NA,NA,NA,NA
"3003","WBGene00007458",NA,NA,NA,NA,NA
"3004","WBGene00007460",NA,NA,NA,NA,NA
"3005","WBGene00007463",NA,NA,NA,NA,NA
"3006","WBGene00007474",NA,NA,NA,NA,NA
"3007","WBGene00007476",NA,NA,NA,NA,NA
"3008","WBGene00007478",NA,NA,NA,NA,NA
"3009","WBGene00007479",NA,NA,NA,NA,NA
"3010","WBGene00007480",NA,NA,NA,NA,NA
"3011","WBGene00007486",NA,NA,NA,NA,NA
"3012","WBGene00007488",NA,NA,NA,NA,NA
"3013","WBGene00007492",NA,NA,NA,NA,NA
"3014","WBGene00007493",NA,NA,NA,NA,NA
"3015","WBGene00007495",NA,NA,NA,NA,NA
"3016","WBGene00007499",NA,NA,NA,NA,NA
"3017","WBGene00007500",NA,NA,NA,NA,NA
"3018","WBGene00007501",NA,NA,NA,NA,NA
"3019","WBGene00007504",NA,NA,NA,NA,NA
"3020","WBGene00007505",NA,NA,NA,NA,NA
"3021","WBGene00007506",NA,NA,NA,NA,NA
"3022","WBGene00007513",NA,NA,NA,NA,NA
"3023","WBGene00007514",NA,NA,NA,NA,NA
"3024","WBGene00007516",NA,NA,NA,NA,NA
"3025","WBGene00007517",NA,NA,NA,NA,NA
"3026","WBGene00007520",NA,NA,NA,NA,NA
"3027","WBGene00007528",NA,NA,NA,NA,NA
"3028","WBGene00007529",NA,NA,NA,NA,NA
"3029","WBGene00007530",NA,NA,NA,NA,NA
"3030","WBGene00007532",NA,NA,NA,NA,NA
"3031","WBGene00007533",NA,NA,NA,NA,NA
"3032","WBGene00007534",NA,NA,NA,NA,NA
"3033","WBGene00007537",NA,NA,NA,NA,NA
"3034","WBGene00007541",NA,NA,NA,NA,NA
"3035","WBGene00007543",NA,NA,NA,NA,NA
"3036","WBGene00007544",NA,NA,NA,NA,NA
"3037","WBGene00007545",NA,NA,NA,NA,NA
"3038","WBGene00007547",NA,NA,NA,NA,NA
"3039","WBGene00007549",NA,NA,NA,NA,NA
"3040","WBGene00007552",NA,NA,NA,NA,NA
"3041","WBGene00007553",NA,NA,NA,NA,NA
"3042","WBGene00007554",NA,NA,NA,NA,NA
"3043","WBGene00007555",NA,NA,NA,NA,NA
"3044","WBGene00007556",NA,NA,NA,NA,NA
"3045","WBGene00007557",NA,NA,NA,NA,NA
"3046","WBGene00007558",NA,NA,NA,NA,NA
"3047","WBGene00007561",NA,NA,NA,NA,NA
"3048","WBGene00007564",NA,NA,NA,NA,NA
"3049","WBGene00007565",NA,NA,NA,NA,NA
"3050","WBGene00007570",NA,NA,NA,NA,NA
"3051","WBGene00007573",NA,NA,NA,NA,NA
"3052","WBGene00007574",NA,NA,NA,NA,NA
"3053","WBGene00007576",NA,NA,NA,NA,NA
"3054","WBGene00007577",NA,NA,NA,NA,NA
"3055","WBGene00007578",NA,NA,NA,NA,NA
"3056","WBGene00007579",NA,NA,NA,NA,NA
"3057","WBGene00007580",NA,NA,NA,NA,NA
"3058","WBGene00007581",NA,NA,NA,NA,NA
"3059","WBGene00007583",NA,NA,NA,NA,NA
"3060","WBGene00007584",NA,NA,NA,NA,NA
"3061","WBGene00007586",NA,NA,NA,NA,NA
"3062","WBGene00007587",NA,NA,NA,NA,NA
"3063","WBGene00007588",NA,NA,NA,NA,NA
"3064","WBGene00007591",NA,NA,NA,NA,NA
"3065","WBGene00007592",NA,NA,NA,NA,NA
"3066","WBGene00007593",NA,NA,NA,NA,NA
"3067","WBGene00007597",NA,NA,NA,NA,NA
"3068","WBGene00007600",NA,NA,NA,NA,NA
"3069","WBGene00007601",NA,NA,NA,NA,NA
"3070","WBGene00007602",NA,NA,NA,NA,NA
"3071","WBGene00007604",NA,NA,NA,NA,NA
"3072","WBGene00007605",NA,NA,NA,NA,NA
"3073","WBGene00007606",NA,NA,NA,NA,NA
"3074","WBGene00007609",NA,NA,NA,NA,NA
"3075","WBGene00007610",NA,NA,NA,NA,NA
"3076","WBGene00007613",NA,NA,NA,NA,NA
"3077","WBGene00007614",NA,NA,NA,NA,NA
"3078","WBGene00007615",NA,NA,NA,NA,NA
"3079","WBGene00007616",NA,NA,NA,NA,NA
"3080","WBGene00007617",NA,NA,NA,NA,NA
"3081","WBGene00007620",NA,NA,NA,NA,NA
"3082","WBGene00007621",NA,NA,NA,NA,NA
"3083","WBGene00007623",NA,NA,NA,NA,NA
"3084","WBGene00007624",NA,NA,NA,NA,NA
"3085","WBGene00007625",NA,NA,NA,NA,NA
"3086","WBGene00007626",NA,NA,NA,NA,NA
"3087","WBGene00007627",NA,NA,NA,NA,NA
"3088","WBGene00007628",NA,NA,NA,NA,NA
"3089","WBGene00007630",NA,NA,NA,NA,NA
"3090","WBGene00007637",NA,NA,NA,NA,NA
"3091","WBGene00007640",NA,NA,NA,NA,NA
"3092","WBGene00007645",NA,NA,NA,NA,NA
"3093","WBGene00007646",NA,NA,NA,NA,NA
"3094","WBGene00007647",NA,NA,NA,NA,NA
"3095","WBGene00007650",NA,NA,NA,NA,NA
"3096","WBGene00007651",NA,NA,NA,NA,NA
"3097","WBGene00007652",NA,NA,NA,NA,NA
"3098","WBGene00007653",NA,NA,NA,NA,NA
"3099","WBGene00007666",NA,NA,NA,NA,NA
"3100","WBGene00007668",NA,NA,NA,NA,NA
"3101","WBGene00007679",NA,NA,NA,NA,NA
"3102","WBGene00007680",NA,NA,NA,NA,NA
"3103","WBGene00007681",NA,NA,NA,NA,NA
"3104","WBGene00007683",NA,NA,NA,NA,NA
"3105","WBGene00007684",NA,NA,NA,NA,NA
"3106","WBGene00007685",NA,NA,NA,NA,NA
"3107","WBGene00007686",NA,NA,NA,NA,NA
"3108","WBGene00007687",NA,NA,NA,NA,NA
"3109","WBGene00007689",NA,NA,NA,NA,NA
"3110","WBGene00007690",NA,NA,NA,NA,NA
"3111","WBGene00007695",NA,NA,NA,NA,NA
"3112","WBGene00007696",NA,NA,NA,NA,NA
"3113","WBGene00007698",NA,NA,NA,NA,NA
"3114","WBGene00007702",NA,NA,NA,NA,NA
"3115","WBGene00007703",NA,NA,NA,NA,NA
"3116","WBGene00007704",NA,NA,NA,NA,NA
"3117","WBGene00007705",NA,NA,NA,NA,NA
"3118","WBGene00007706",NA,NA,NA,NA,NA
"3119","WBGene00007707",NA,NA,NA,NA,NA
"3120","WBGene00007709",NA,NA,NA,NA,NA
"3121","WBGene00007710",NA,NA,NA,NA,NA
"3122","WBGene00007711",NA,NA,NA,NA,NA
"3123","WBGene00007712",NA,NA,NA,NA,NA
"3124","WBGene00007714",NA,NA,NA,NA,NA
"3125","WBGene00007717",NA,NA,NA,NA,NA
"3126","WBGene00007718",NA,NA,NA,NA,NA
"3127","WBGene00007720",NA,NA,NA,NA,NA
"3128","WBGene00007725",NA,NA,NA,NA,NA
"3129","WBGene00007726",NA,NA,NA,NA,NA
"3130","WBGene00007730",NA,NA,NA,NA,NA
"3131","WBGene00007731",NA,NA,NA,NA,NA
"3132","WBGene00007732",NA,NA,NA,NA,NA
"3133","WBGene00007733",NA,NA,NA,NA,NA
"3134","WBGene00007743",NA,NA,NA,NA,NA
"3135","WBGene00007746",NA,NA,NA,NA,NA
"3136","WBGene00007749",NA,NA,NA,NA,NA
"3137","WBGene00007750",NA,NA,NA,NA,NA
"3138","WBGene00007752",NA,NA,NA,NA,NA
"3139","WBGene00007753",NA,NA,NA,NA,NA
"3140","WBGene00007756",NA,NA,NA,NA,NA
"3141","WBGene00007760",NA,NA,NA,NA,NA
"3142","WBGene00007761",NA,NA,NA,NA,NA
"3143","WBGene00007762",NA,NA,NA,NA,NA
"3144","WBGene00007766",NA,NA,NA,NA,NA
"3145","WBGene00007772",NA,NA,NA,NA,NA
"3146","WBGene00007774",NA,NA,NA,NA,NA
"3147","WBGene00007777",NA,NA,NA,NA,NA
"3148","WBGene00007778",NA,NA,NA,NA,NA
"3149","WBGene00007780",NA,NA,NA,NA,NA
"3150","WBGene00007784",NA,NA,NA,NA,NA
"3151","WBGene00007785",NA,NA,NA,NA,NA
"3152","WBGene00007786",NA,NA,NA,NA,NA
"3153","WBGene00007787",NA,NA,NA,NA,NA
"3154","WBGene00007797",NA,NA,NA,NA,NA
"3155","WBGene00007801",NA,NA,NA,NA,NA
"3156","WBGene00007807",NA,NA,NA,NA,NA
"3157","WBGene00007810",NA,NA,NA,NA,NA
"3158","WBGene00007811",NA,NA,NA,NA,NA
"3159","WBGene00007812",NA,NA,NA,NA,NA
"3160","WBGene00007817",NA,NA,NA,NA,NA
"3161","WBGene00007818",NA,NA,NA,NA,NA
"3162","WBGene00007819",NA,NA,NA,NA,NA
"3163","WBGene00007820",NA,NA,NA,NA,NA
"3164","WBGene00007823",NA,NA,NA,NA,NA
"3165","WBGene00007824",NA,NA,NA,NA,NA
"3166","WBGene00007825",NA,NA,NA,NA,NA
"3167","WBGene00007826",NA,NA,NA,NA,NA
"3168","WBGene00007827",NA,NA,NA,NA,NA
"3169","WBGene00007836",NA,NA,NA,NA,NA
"3170","WBGene00007841",NA,NA,NA,NA,NA
"3171","WBGene00007846",NA,NA,NA,NA,NA
"3172","WBGene00007848",NA,NA,NA,NA,NA
"3173","WBGene00007855",NA,NA,NA,NA,NA
"3174","WBGene00007857",NA,NA,NA,NA,NA
"3175","WBGene00007859",NA,NA,NA,NA,NA
"3176","WBGene00007860",NA,NA,NA,NA,NA
"3177","WBGene00007868",NA,NA,NA,NA,NA
"3178","WBGene00007869",NA,NA,NA,NA,NA
"3179","WBGene00007877",NA,NA,NA,NA,NA
"3180","WBGene00007880",NA,NA,NA,NA,NA
"3181","WBGene00007881",NA,NA,NA,NA,NA
"3182","WBGene00007882",NA,NA,NA,NA,NA
"3183","WBGene00007883",NA,NA,NA,NA,NA
"3184","WBGene00007885",NA,NA,NA,NA,NA
"3185","WBGene00007886",NA,NA,NA,NA,NA
"3186","WBGene00007892",NA,NA,NA,NA,NA
"3187","WBGene00007898",NA,NA,NA,NA,NA
"3188","WBGene00007903",NA,NA,NA,NA,NA
"3189","WBGene00007904",NA,NA,NA,NA,NA
"3190","WBGene00007907",NA,NA,NA,NA,NA
"3191","WBGene00007912",NA,NA,NA,NA,NA
"3192","WBGene00007915",NA,NA,NA,NA,NA
"3193","WBGene00007916",NA,NA,NA,NA,NA
"3194","WBGene00007917",NA,NA,NA,NA,NA
"3195","WBGene00007918",NA,NA,NA,NA,NA
"3196","WBGene00007919",NA,NA,NA,NA,NA
"3197","WBGene00007921",NA,NA,NA,NA,NA
"3198","WBGene00007922",NA,NA,NA,NA,NA
"3199","WBGene00007923",NA,NA,NA,NA,NA
"3200","WBGene00007924",NA,NA,NA,NA,NA
"3201","WBGene00007925",NA,NA,NA,NA,NA
"3202","WBGene00007926",NA,NA,NA,NA,NA
"3203","WBGene00007927",NA,NA,NA,NA,NA
"3204","WBGene00007928",NA,NA,NA,NA,NA
"3205","WBGene00007932",NA,NA,NA,NA,NA
"3206","WBGene00007933",NA,NA,NA,NA,NA
"3207","WBGene00007934",NA,NA,NA,NA,NA
"3208","WBGene00007935",NA,NA,NA,NA,NA
"3209","WBGene00007938",NA,NA,NA,NA,NA
"3210","WBGene00007939",NA,NA,NA,NA,NA
"3211","WBGene00007941",NA,NA,NA,NA,NA
"3212","WBGene00007942",NA,NA,NA,NA,NA
"3213","WBGene00007944",NA,NA,NA,NA,NA
"3214","WBGene00007952",NA,NA,NA,NA,NA
"3215","WBGene00007955",NA,NA,NA,NA,NA
"3216","WBGene00007956",NA,NA,NA,NA,NA
"3217","WBGene00007958",NA,NA,NA,NA,NA
"3218","WBGene00007959",NA,NA,NA,NA,NA
"3219","WBGene00007964",NA,NA,NA,NA,NA
"3220","WBGene00007965",NA,NA,NA,NA,NA
"3221","WBGene00007966",NA,NA,NA,NA,NA
"3222","WBGene00007969",NA,NA,NA,NA,NA
"3223","WBGene00007971",NA,NA,NA,NA,NA
"3224","WBGene00007972",NA,NA,NA,NA,NA
"3225","WBGene00007974",NA,NA,NA,NA,NA
"3226","WBGene00007975",NA,NA,NA,NA,NA
"3227","WBGene00007976",NA,NA,NA,NA,NA
"3228","WBGene00007977",NA,NA,NA,NA,NA
"3229","WBGene00007978",NA,NA,NA,NA,NA
"3230","WBGene00007979",NA,NA,NA,NA,NA
"3231","WBGene00007980",NA,NA,NA,NA,NA
"3232","WBGene00007981",NA,NA,NA,NA,NA
"3233","WBGene00007982",NA,NA,NA,NA,NA
"3234","WBGene00007983",NA,NA,NA,NA,NA
